Country Name;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;
South Africa;7575396972.87137;7972996813.99047;8497996604.20055;9423396234.41086;10373995854.5513;11334395470.7756;12354995062.944;13777394494.5532;14894594048.1202;16780393294.5548;18418392640.0103;20333691315.355;21357435928.4543;29295674713.3562;36807721039.2511;38114542813.287;36603349968.171;40651349964.651;46739449959.357;57645721015.634;82980483390.5057;85454420504.1014;78423059791.0843;87415851379.4578;77344092904.1052;59082638803.0846;67521602552.6474;88573697221.7221;95176640968.0367;99030856824.7526;115552349035.441;123942759156.416;134544563096.782;134308050011.809;139752515748.806;155460927990.383;147606294673.67;152587423868.182;137774755609.072;136632320704.653;136361298082.061;121514658737.165;115482368343.658;175256916996.047;228590027400.653;257772710832.953;271638484826.109;299415505152.298;286769839732.726;295936485832.635;375349442837.24;416418874936.304;396332702639.496;366829390478.954;350904575292.317;317620522794.827;296357282715.109;349554116683.818;368288939768.322;351431649241.439;
