Country Name;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
South Africa;3.8447514623672;6.17788309531487;7.3736127850247;7.93978166914069;6.12276082720416;4.43830826689234;7.19657594081102;4.15344481422642;4.71583060864083;5.24867413450896;4.27897042944383;1.65476204059776;4.57199781123276;6.11105446101551;1.69544817726516;2.24990405393839;-0.0940375339470734;3.01454896583107;3.79050381200763;6.62058508131413;5.36073741903375;-0.383390768760975;-1.84654447698227;5.09911490972954;-1.21148371912611;0.01783477808317;2.10073522073282;4.20013254933286;2.39478415860124;-0.317785675763304;-1.01821987321358;-2.13705688877369;1.23351991332927;3.20000104934246;3.09999541832644;4.29999896093463;2.60000211628014;0.50000090515276;2.39999624456443;4.20000347551795;2.69999456713741;3.70038235175596;2.9490791374903;4.55455274472709;5.2770563116366;5.60379765712011;5.36047589053663;3.19104674115678;-1.53808933379921;3.03973081360166;3.2841681423114;2.21335480848441;2.4852005003106;1.84699160365717;1.19373280124428;0.399087929556359;1.41451262585058;0.787055570495099;0.152583316664234;-5.8;4
