time;open;high;low;close
2006-07-03T07:00:00Z;84.110001;88.589996;78.309998;85.910004
2006-08-01T07:00:00Z;85.910004;97.760002;81.93;92.5
2006-09-01T07:00:00Z;92.5;102.09;89.790001;101.61
2006-10-02T07:00:00Z;101.6;109.49;98.559998;108.07
2006-11-01T07:00:00Z;108.46;121.88;108.46;117.86
2006-12-01T07:00:00Z;117.86;140.8;116.04;137.08
2007-01-02T07:00:00Z;134.99001;139.94;126.87;139.47
2007-02-01T07:00:00Z;139.94;153.25999;135.87;141.5
2007-03-01T07:00:00Z;142.59;159.17999;133.71001;158.09
2007-04-02T07:00:00Z;158.09;172.28;153.42;166.34
2007-05-02T07:00:00Z;167.5;169.25;153.53999;156.89999
2007-06-01T07:00:00Z;157.3;160.19;145.53;154.69
2007-07-02T07:00:00Z;157.21001;172.09;154.37;162.38
2007-08-01T07:00:00Z;155.86;175.78;143.84;174.13
2007-09-03T07:00:00Z;175.99001;183.45;164.21001;167.32001
2007-10-01T07:00:00Z;167.37;207.47;164.7;202.33
2007-11-01T07:00:00Z;202.73;220.46001;190.05;219.81
2007-12-03T07:00:00Z;218.87;227.05;180.94;204.67
2008-01-02T07:00:00Z;207.57001;211.73;160.12;187.39999
2008-02-01T07:00:00Z;188.36;209.5;172.64;197.50999
2008-03-03T07:00:00Z;191.21001;218.27;185.25;196.41
2008-04-01T07:00:00Z;197.97;233.11;197.13;229.64
2008-05-02T07:00:00Z;232.31;261.59;223.06;242
2008-06-02T07:00:00Z;243.25999;246.06;192.10001;198.17999
2008-07-01T07:00:00Z;199.74001;216.86;178.42999;201.50999
2008-08-01T07:00:00Z;200.11;203.09;174.49001;189.03
2008-09-01T07:00:00Z;186.92999;199.72;160.14;183.11
2008-10-01T07:00:00Z;179.25999;182.77;117.18;172.98
2008-11-03T07:00:00Z;176.14999;187.17999;150.74001;166.17
2008-12-01T07:00:00Z;166.78999;178.16;142.58;172.82001
2009-01-02T07:00:00Z;174.84;186.8;146.10001;156.32001
2009-02-02T07:00:00Z;157.8;160.83;131.00999;137.61
2009-03-02T07:00:00Z;135.74001;179.57001;132.06;167.13
2009-04-01T07:00:00Z;169.36;182.71001;159.86;176.67999
2009-05-04T07:00:00Z;178.92999;211.72;167.57001;182.89
2009-06-01T07:00:00Z;186.48;198.78999;183.92999;189.08
2009-07-01T07:00:00Z;191.22;210.46001;185.89;203.53999
2009-08-03T07:00:00Z;205.13;211.28;195.94;202.58
2009-09-01T07:00:00Z;204.27;204.74001;191.07001;194.85001
2009-10-01T07:00:00Z;198.53;210.10001;185.05;187.97
2009-11-02T07:00:00Z;185.87;194;179.75999;190.67
2009-12-01T07:00:00Z;190.89;193.77;175.46001;189.00999
2010-01-04T07:00:00Z;188.02;189.53999;169.64;176.52
2010-02-01T07:00:00Z;174.99001;182.06;172.59;179.61
2010-03-01T07:00:00Z;179.75;199.22;178.82001;180.28
2010-04-01T07:00:00Z;178.23;183.5;171.74001;176.89999
2010-05-03T07:00:00Z;176.36;179.19;157.53;176.53999
2010-06-01T07:00:00Z;175.58;186.72;161.73;165.37
2010-07-01T07:00:00Z;165.05;193.91;163.88;188.87
2010-08-02T07:00:00Z;189.05;197.74001;183.02;193.77
2010-09-01T07:00:00Z;193.00999;204.89;192.53999;204.32001
2010-10-01T07:00:00Z;202.97;210.61;197.07001;204.17999
2010-11-01T07:00:00Z;204.10001;215.05;196.94;196.94
2010-12-01T07:00:00Z;199.61;219.69;199.38;219.17
2011-01-03T07:00:00Z;217.61;220.09;200.27;200.67
2011-02-01T07:00:00Z;202.78;216.14999;192.50999;201.83
2011-03-01T07:00:00Z;203.12;228.27;198.67999;222.52
2011-04-01T07:00:00Z;223.13;236.39;212.00999;236.39
2011-05-02T07:00:00Z;235.71001;235.71001;222.64999;235.36
2011-06-01T07:00:00Z;234.78999;235.88;218.60001;234.12
2011-07-01T07:00:00Z;233.58;239.03999;225.41;236.00999
2011-08-01T07:00:00Z;237.63;240.00999;211.88;236.82001
2011-09-01T07:00:00Z;236.05;240.87;211.63;220.27
2011-10-03T07:00:00Z;215.19;233.14;212.60001;228.5
2011-11-01T07:00:00Z;227.7;238.72;221.14;238.72
2011-12-01T07:00:00Z;237.59;240.39999;223.39999;235.57001
2012-01-03T07:00:00Z;235.57001;238.33;214.89;223.3
2012-02-01T07:00:00Z;223.3;231.69;221.77;228.64999
2012-03-01T07:00:00Z;228.64999;243.63;225.62;230
2012-04-02T07:00:00Z;230;231.91;218.45;231.24001
2012-05-02T07:00:00Z;231.24001;232.72;222.42;226.57001
2012-06-01T07:00:00Z;226.57001;236.96001;223.31;232.8
2012-07-02T07:00:00Z;232.74001;255.44;232;245.03
2012-08-01T07:00:00Z;247.02;261.87;247.02;260.04001
2012-09-03T07:00:00Z;260.03;270.47;256.01001;262.92999
2012-10-01T07:00:00Z;264.04999;267.78;248.56;259.82999
2012-11-01T07:00:00Z;258.87;285.82001;257.97;273.38
2012-12-03T07:00:00Z;274.60999;297.88;273.70999;294.94
2013-01-01T07:00:00Z;294.63;303.39999;286.42001;291.92001
2013-02-01T07:00:00Z;293.82999;302.82001;286.14001;290.42001
2013-03-01T07:00:00Z;291.13;301.32001;266.20001;267.14999
2013-04-02T07:00:00Z;268.60999;278.10001;259.76001;266.07001
2013-05-02T07:00:00Z;267.81;303.60001;263.89001;298.54999
2013-06-03T07:00:00Z;295.66;298.44;269.84;298.44
2013-07-01T07:00:00Z;296.01001;309.26001;286.10001;303.70001
2013-08-01T07:00:00Z;306.22;328.23999;303.85001;307.39999
2013-09-02T07:00:00Z;302.29999;325.64001;290.59;321.31
2013-10-01T07:00:00Z;320.95999;331.72;307.04001;324.39001
2013-11-01T07:00:00Z;322.79999;328.57999;311.78;324.10001
2013-12-02T07:00:00Z;324.13;358.06;311.13;354.38
2014-01-02T07:00:00Z;358.64001;358.64001;316.01999;321.84
2014-02-03T07:00:00Z;321;330.85001;311.48001;321.66
2014-03-03T07:00:00Z;319.23999;358.10999;317.67001;351.5
2014-04-01T07:00:00Z;348.35999;360.29001;337.09;343.51001
2014-05-02T07:00:00Z;347;368.37;345.54001;362.20001
2014-06-02T07:00:00Z;363.73999;379.51999;361.91;364.14999
2014-07-01T07:00:00Z;365.62;370.81;355.47;360.07999
2014-08-01T07:00:00Z;358.59;401.5;349.14999;388.28
2014-09-01T07:00:00Z;391;422.5;380.51999;384.85999
2014-10-01T07:00:00Z;383.48999;396.92001;372.5;394.35999
2014-11-03T07:00:00Z;394.32999;400.20999;351.60001;356.47
2014-12-01T07:00:00Z;351.20001;369.04999;334.54001;359.73001
2015-01-02T07:00:00Z;357.56;361.92999;325.45001;333.10999
2015-02-02T07:00:00Z;336.53;357.07001;334.26001;340.29999
2015-03-02T07:00:00Z;342.29001;368.26001;330.63;336.98001
2015-04-01T07:00:00Z;340.57001;407.85001;340.57001;390.48001
2015-05-04T07:00:00Z;391.97;398.14999;351.73999;351.91
2015-06-01T07:00:00Z;353.28;376.32999;344.64001;372.98001
2015-07-01T07:00:00Z;373.76999;385.12;331.53;349.5
2015-08-03T07:00:00Z;345.17001;349.92999;274.57001;299.03
2015-09-01T07:00:00Z;296.09;312.42001;274.04001;299.35001
2015-10-01T07:00:00Z;303.60999;324.42999;263.69;273.84
2015-11-02T07:00:00Z;264.23001;283.48999;241.53999;254.67999
2015-12-01T07:00:00Z;255.96001;260.59;219.42;238.46001
2016-01-04T07:00:00Z;236.39999;248.08;201.03;246.17
2016-02-01T07:00:00Z;247.28;271.89999;223.60001;239.62
2016-03-01T07:00:00Z;238.06;265.26001;229.39;244.97
2016-04-01T07:00:00Z;241.12;270.84;228.52;266.63
2016-05-03T07:00:00Z;267.69;269.14999;227.67999;227.67999
2016-06-01T07:00:00Z;226.32001;269.35999;225.25999;259.20001
2016-07-01T07:00:00Z;261.20999;270.60001;249.83;253.48
2016-08-01T07:00:00Z;254.89999;257.98001;220.08;222.25
2016-09-01T07:00:00Z;222.09;232.69;211.77;218.5
2016-10-03T07:00:00Z;218.19;219.35001;200.39;214.16
2016-11-01T07:00:00Z;214.05;221.71001;202.47;209.33
2016-12-01T07:00:00Z;209.87;230.00999;204.69;229.09
2017-01-03T07:00:00Z;229.64;240.03999;224.92999;227.64
2017-02-01T07:00:00Z;228.09;229.63;209.03999;219.21001
2017-03-01T07:00:00Z;220.09;236.06;214.14;223.32001
2017-04-03T07:00:00Z;222.11;232.74001;219.63;228.74001
2017-05-02T07:00:00Z;228.83;232.09;215.14;221.74001
2017-06-01T07:00:00Z;221.57001;224.39999;210.14999;216.67
2017-07-03T07:00:00Z;216.47;240.64;214.32001;228.17999
2017-08-01T07:00:00Z;227.28999;244.17999;224.75999;244.17999
2017-09-01T07:00:00Z;244.7;244.7;221.98;229.47
2017-10-02T07:00:00Z;228.64;233.88;219.86;224.21001
2017-11-01T07:00:00Z;224.75999;235;222.50999;228.47
2017-12-01T07:00:00Z;228.07001;237.71001;215.8;237.71001
2018-01-02T07:00:00Z;236.81;246.14;226.86;238.21001
2018-02-01T07:00:00Z;236.59;241.85001;217.69;234.06
2018-03-01T07:00:00Z;233.8;247.19;209.55;218.00999
2018-04-03T07:00:00Z;216.22;227.25999;205.02;226.95
2018-05-01T07:00:00Z;225.7;236.22;204.91;207.99001
2018-06-01T07:00:00Z;208.89;216.89;181.5;190.58
2018-07-02T07:00:00Z;188.10001;206.73;185.61;205.67999
2018-08-01T07:00:00Z;203.55;206.28999;157.8;167.08
2018-09-03T07:00:00Z;167.73;168.67;139.66;164.38
2018-10-01T07:00:00Z;164.85001;169.07001;150.75;161.11
2018-11-01T07:00:00Z;158.64;170.92999;151.92999;163.95
2018-12-03T07:00:00Z;167.21001;172.12;155.52;168.67
2019-01-02T07:00:00Z;167.21001;168.28;154.67;160.89999
2019-02-01T07:00:00Z;160.45;162.48;153.74001;154.71001
2019-03-01T07:00:00Z;152.03999;170.25999;142.50999;158.59
2019-04-01T07:00:00Z;159.87;184.99001;158.45;178.88
2019-05-02T07:00:00Z;177.69;184.31;168.16;179
2019-06-03T07:00:00Z;177.28;193.87;177.28;184.84
2019-07-01T07:00:00Z;185.64;192.16;175.81;191
2019-08-01T07:00:00Z;191.02;194.67999;169.41;176.99001
2019-09-02T07:00:00Z;176.71001;185.39;169.37;170.98
2019-10-01T07:00:00Z;170.92999;176.23;163.31;172.60001
2019-11-01T07:00:00Z;169.10001;182.95;164.45;167.09
2019-12-02T07:00:00Z;167.3;168.02;151.58;152.03999
2020-01-02T07:00:00Z;151.7;158.16;147.34;150.78999
2020-02-03T07:00:00Z;151.05;164.53999;136.48;138.67
2020-03-02T07:00:00Z;142.22;148.84;79.370003;109.73
2020-04-01T07:00:00Z;108.9;123.86;101.68;112.76
2020-05-04T07:00:00Z;108.45;128.8;106.22;120.8
2020-06-01T07:00:00Z;122.88;130.8;115.25;118.14
2020-07-01T07:00:00Z;118.91;139.75;116.33;128.36
2020-08-03T07:00:00Z;127.88;144.97;124.08;134.13
